age,monthly_income_inr,area_type,upi_monthly_avg_txn_count,upi_avg_txn_amount,upi_failed_txn_ratio,mobile_recharge_consistency_score,mobile_recharge_lapse_days_max,utility_bills_on_time_pct,electricity_bill_avg_amount,cooperative_meeting_attendance_pct,shg_savings_amount_inr,microfinance_loans_repaid_count,microfinance_default_rate,gig_monthly_earnings,gig_platform_rating,jandhan_avg_balance,jandhan_zero_balance_months,monthly_data_usage_gb,telecom_bill_late_payments,banking_app_login_frequency_monthly,fintech_apps_count,rent_on_time_payment_pct,rent_to_income_ratio,social_referral_count,insurance_policy_count,alternative_credit_score,credit_risk_label,loan_approved
26,18352,Rural,109,52.01,0.023,0.88,45,0.94,921.79,0.0,0,7,0.015,0.0,0.0,982.5,0,1.03,8,52,4,0.94,0.06,0,0,671,Low Risk,1
26,34046,Rural,51,514.72,0.242,0.15,10,0.68,1797.95,0.0,0,6,0.013,26732.14,4.3,207.34,8,1.73,1,48,1,0.32,0.14,7,2,675,Low Risk,1
27,3597,Urban,41,18.97,0.101,0.51,60,0.77,2095.58,0.0,0,1,0.142,2226.73,3.7,2319.01,7,8.3,6,29,7,0.91,0.5,8,1,654,Low Risk,1
43,22446,Urban,31,1013.35,0.028,0.65,43,0.82,617.91,0.0,0,0,0.009,0.0,0.0,0.0,0,0.37,7,48,3,0.0,0.0,8,2,552,Medium Risk,0
58,5336,Rural,105,848.43,0.18,0.52,10,0.72,2373.46,0.38,34482,0,0.006,14612.31,4.5,586.19,1,7.7,2,54,7,0.0,0.0,4,0,719,Low Risk,1
52,32264,Urban,25,257.06,0.056,0.89,10,0.67,1725.59,0.0,0,3,0.044,0.0,0.0,150.82,9,6.32,6,43,6,0.0,0.0,1,3,545,High Risk,0
42,12879,Rural,24,501.46,0.145,0.99,21,0.88,624.27,0.41,47521,0,0.074,0.0,0.0,0.0,0,0.73,9,30,2,0.0,0.0,6,3,630,Medium Risk,1
43,3572,Semi-Urban,74,461.52,0.16,0.12,84,0.68,990.63,0.46,5220,4,0.129,21321.04,3.1,65.02,2,3.26,3,27,4,0.0,0.0,3,1,619,Medium Risk,1
28,10521,Semi-Urban,22,212.67,0.33,0.13,81,0.6,351.06,0.53,31127,3,0.036,5407.85,4.7,2208.61,6,14.35,1,43,7,0.83,0.47,9,2,754,Very Low Risk,1
55,9171,Rural,97,47.06,0.104,0.13,61,0.59,1532.97,0.49,42388,3,0.018,0.0,0.0,0.0,0,1.54,3,48,7,0.95,0.66,3,2,662,Low Risk,1
19,26481,Semi-Urban,56,781.12,0.009,0.68,47,0.71,506.06,0.91,38017,6,0.061,22480.48,3.7,182.98,7,2.58,7,28,2,0.0,0.0,3,0,690,Low Risk,1
24,21474,Semi-Urban,51,1324.35,0.238,0.37,62,0.61,1763.42,0.0,0,4,0.03,0.0,0.0,0.0,0,70.88,1,40,1,0.0,0.0,9,3,604,Medium Risk,1
35,16992,Semi-Urban,103,57.38,0.1,0.73,50,0.78,1869.39,0.0,0,5,0.029,5196.72,4.4,191.63,4,6.21,5,21,7,0.97,0.52,2,0,707,Low Risk,1
44,25950,Semi-Urban,86,44.99,0.064,0.41,44,0.83,1250.4,0.27,24515,6,0.037,21659.96,3.8,301.38,4,3.46,9,44,4,0.49,0.25,3,1,659,Low Risk,1
51,14861,Rural,92,207.65,0.191,0.63,32,0.9,325.16,0.0,0,0,0.114,9679.5,3.9,404.54,1,2.78,2,48,3,0.77,0.18,1,0,692,Low Risk,1
44,15464,Urban,30,115.41,0.057,0.77,84,0.38,1566.1,0.0,0,6,0.051,8455.71,4.3,0.0,0,6.51,2,28,2,0.0,0.0,8,2,680,Low Risk,1
34,24008,Rural,63,291.18,0.063,0.55,59,0.86,993.29,0.91,30873,5,0.026,0.0,0.0,74.42,11,8.89,5,0,7,0.95,0.58,6,1,693,Low Risk,1
60,4633,Rural,70,1042.73,0.073,0.54,1,0.8,2379.15,0.0,0,7,0.273,0.0,0.0,1293.33,11,0.52,2,20,0,0.93,0.32,0,1,639,Medium Risk,1
61,32637,Urban,103,16.53,0.043,0.09,12,0.65,1331.69,0.0,0,1,0.083,7445.81,4.5,0.0,0,0.48,1,30,5,0.0,0.0,4,3,602,Medium Risk,1
41,20901,Rural,32,1631.94,0.304,0.41,65,0.89,273.44,0.0,0,0,0.271,23051.56,3.9,0.0,0,1.65,1,26,1,0.92,0.01,1,0,682,Low Risk,1
42,15485,Semi-Urban,84,150.2,0.083,0.55,56,0.78,1626.52,0.46,43575,2,0.254,20985.11,3.4,0.0,0,3.84,2,34,4,0.7,0.19,2,0,737,Low Risk,1
24,13849,Urban,1,452.2,0.222,0.46,42,0.9,1970.45,0.71,5071,8,0.115,3280.75,3.4,0.0,0,4.83,1,7,0,0.0,0.0,2,1,629,Medium Risk,1
23,6648,Rural,17,514.13,0.293,0.9,44,0.77,485.21,0.69,38710,0,0.013,0.0,0.0,0.0,0,0.82,5,39,3,0.0,0.0,6,1,572,Medium Risk,0
41,18177,Urban,46,591.35,0.102,0.91,30,0.78,1177.74,0.0,0,6,0.088,9930.08,3.5,0.0,0,3.65,3,57,3,0.88,0.29,2,0,719,Low Risk,1
50,16140,Urban,32,263.56,0.051,0.82,9,0.92,1883.67,0.0,0,4,0.175,0.0,0.0,1373.53,2,4.17,0,7,2,0.87,0.05,6,0,701,Low Risk,1
46,31164,Semi-Urban,100,348.86,0.051,0.38,22,0.72,149.18,0.0,0,0,0.02,0.0,0.0,2518.09,8,1.92,2,5,1,0.94,0.21,7,3,646,Medium Risk,1
60,20921,Semi-Urban,97,346.13,0.238,0.72,85,0.86,169.53,0.0,0,8,0.223,1217.21,3.2,537.26,8,2.63,9,14,5,0.0,0.0,1,2,600,Medium Risk,1
39,17357,Semi-Urban,83,114.85,0.016,0.4,28,0.85,1724.59,0.0,0,8,0.19,9951.48,3.5,1862.2,9,2.17,10,20,4,0.98,0.12,0,1,692,Low Risk,1
43,34855,Rural,34,29.68,0.007,0.23,30,0.45,1840.3,0.86,30734,3,0.133,9381.23,3.2,21.84,6,7.13,2,36,6,1.0,0.24,5,2,724,Low Risk,1
45,16368,Semi-Urban,50,56.65,0.059,0.34,77,0.45,2130.09,0.6,41854,2,0.09,169.04,3.5,698.25,0,4.51,3,5,7,0.0,0.0,8,1,653,Low Risk,1
38,6137,Semi-Urban,113,215.92,0.216,0.07,73,0.77,1059.04,0.67,12627,3,0.036,14633.47,4.1,301.03,8,1.43,5,53,0,0.92,0.54,5,0,747,Low Risk,1
24,26369,Urban,117,95.19,0.318,0.33,17,0.4,1035.46,0.75,2410,7,0.003,0.0,0.0,3874.03,8,11.65,0,28,4,0.0,0.0,7,0,641,Medium Risk,1
34,3097,Semi-Urban,17,95.45,0.129,0.46,10,0.88,1425.68,0.0,0,1,0.222,0.0,0.0,15.49,9,1.14,1,57,0,0.0,0.0,4,0,540,High Risk,0
37,14407,Urban,109,2119.85,0.213,0.96,46,0.61,1917.58,0.0,0,1,0.336,20539.6,4.2,134.91,4,0.81,9,24,1,0.99,0.24,7,2,678,Low Risk,1
58,33575,Urban,87,685.86,0.152,0.31,2,0.34,1638.38,0.0,0,0,0.531,0.0,0.0,56.14,10,3.51,2,22,3,0.98,0.16,3,2,527,High Risk,0
37,15722,Semi-Urban,71,180.82,0.244,0.9,1,0.78,885.58,0.0,0,0,0.019,6958.91,3.5,556.84,1,3.49,4,37,3,0.81,0.41,5,2,701,Low Risk,1
39,15924,Urban,29,548.09,0.11,0.23,53,0.78,931.71,0.0,0,4,0.189,0.0,0.0,0.0,0,4.82,10,26,4,0.89,0.02,7,2,606,Medium Risk,1
45,6750,Urban,43,147.77,0.125,0.19,71,0.72,1931.21,0.0,0,4,0.141,0.0,0.0,426.88,1,1.38,11,41,4,0.0,0.0,0,0,506,High Risk,0
57,30733,Urban,52,279.46,0.187,0.52,30,0.26,1383.15,0.85,11228,6,0.012,0.0,0.0,0.0,0,10.95,6,22,2,0.0,0.0,5,2,556,Medium Risk,0
24,32259,Rural,9,415.7,0.048,0.67,7,0.89,335.14,0.66,37532,1,0.329,17235.98,4.1,2113.33,3,24.9,0,18,7,0.9,0.62,7,2,774,Very Low Risk,1
18,11535,Rural,86,148.25,0.027,0.04,42,0.93,467.19,0.0,0,4,0.039,24419.82,4.6,696.36,0,4.39,11,27,0,0.0,0.0,4,0,617,Medium Risk,1
49,27558,Semi-Urban,51,107.52,0.127,0.22,47,0.86,2142.86,0.0,0,4,0.125,2981.72,3.8,54.68,7,6.15,1,33,2,0.89,0.55,2,3,692,Low Risk,1
30,27487,Rural,48,1062.86,0.027,0.46,1,0.32,2497.13,0.0,0,3,0.015,10055.61,4.7,175.31,9,0.54,3,57,0,0.94,0.27,4,2,677,Low Risk,1
47,24797,Rural,10,511.29,0.106,0.33,21,0.73,905.64,0.0,0,1,0.088,3682.62,3.3,1126.9,11,2.9,9,6,1,0.62,0.29,2,1,615,Medium Risk,1
40,33651,Semi-Urban,65,16.35,0.191,0.71,4,0.58,1028.08,0.92,46157,1,0.074,0.0,0.0,588.63,7,2.23,0,50,4,0.0,0.0,5,0,656,Low Risk,1
36,7666,Urban,57,109.75,0.304,0.51,6,0.76,470.77,0.0,0,4,0.016,0.0,0.0,0.0,0,1.9,10,12,5,0.64,0.43,5,3,572,Medium Risk,0
49,19009,Rural,89,95.82,0.04,0.16,19,0.79,665.71,0.51,7166,2,0.056,0.0,0.0,1908.03,4,2.32,0,3,7,0.0,0.0,4,2,640,Medium Risk,1
47,19994,Rural,35,116.12,0.183,0.89,76,0.78,1119.11,0.0,0,0,0.099,19416.41,3.5,978.6,9,2.57,10,10,0,0.91,0.54,6,2,692,Low Risk,1
46,4727,Semi-Urban,32,688.75,0.019,0.29,1,0.78,782.54,0.51,12646,0,0.017,1795.1,4.0,0.0,0,1.05,8,49,7,0.61,0.4,6,2,660,Low Risk,1
46,29866,Rural,46,250.4,0.34,0.73,31,0.54,1783.42,0.0,0,0,0.085,12796.38,4.5,0.0,0,2.75,5,20,3,0.89,0.52,5,0,669,Low Risk,1
47,4854,Semi-Urban,12,46.18,0.05,0.78,89,0.85,1390.84,0.0,0,2,0.088,14221.58,4.0,138.4,0,1.58,1,59,7,0.0,0.0,5,2,637,Medium Risk,1
33,13800,Rural,39,154.49,0.185,0.96,2,0.89,2073.51,0.85,18034,6,0.009,12045.3,3.9,0.0,0,9.86,9,20,1,0.84,0.34,3,3,779,Very Low Risk,1
57,8055,Rural,88,468.76,0.045,0.5,40,0.77,1838.86,0.0,0,2,0.206,0.0,0.0,1123.22,0,6.24,6,42,7,0.0,0.0,3,3,558,Medium Risk,0
36,13271,Semi-Urban,67,188.0,0.059,0.62,41,0.45,407.44,0.0,0,2,0.048,0.0,0.0,899.04,11,6.24,9,44,3,0.76,0.19,2,3,572,Medium Risk,0
35,34110,Rural,41,112.89,0.133,0.33,76,0.68,396.13,0.0,0,2,0.165,0.0,0.0,1565.38,9,11.9,5,41,1,0.0,0.0,9,2,578,Medium Risk,0
18,21708,Semi-Urban,18,364.11,0.133,0.68,84,0.77,2249.56,0.0,0,0,0.111,0.0,0.0,272.94,2,1.96,10,25,0,0.99,0.41,6,2,574,Medium Risk,0
31,15819,Semi-Urban,81,1705.87,0.136,0.46,44,0.73,2066.83,0.0,0,2,0.019,0.0,0.0,0.0,0,5.87,5,30,3,0.0,0.0,2,0,550,Medium Risk,0
19,12369,Rural,100,425.69,0.173,0.44,86,0.76,1223.0,0.0,0,4,0.328,0.0,0.0,343.6,11,13.07,7,48,6,0.45,0.14,8,0,593,Medium Risk,0
45,34102,Urban,93,1165.76,0.066,0.86,70,0.54,412.87,0.0,0,0,0.011,0.0,0.0,133.61,10,1.83,9,3,5,0.88,0.02,8,1,582,Medium Risk,0
47,12283,Semi-Urban,18,122.35,0.033,0.05,16,0.63,2256.58,0.0,0,6,0.049,2802.09,3.0,53.77,11,0.59,2,2,5,0.92,0.15,5,3,623,Medium Risk,1
55,33573,Urban,57,242.25,0.025,0.88,46,0.89,653.68,0.0,0,3,0.152,29207.88,4.7,19.6,10,2.25,9,38,0,0.83,0.38,6,2,728,Low Risk,1
21,16171,Semi-Urban,22,236.45,0.5,0.85,68,0.77,185.28,0.63,15443,3,0.004,0.0,0.0,718.0,2,11.66,1,47,2,0.52,0.1,2,1,649,Medium Risk,1
18,33933,Semi-Urban,53,282.14,0.101,0.51,23,0.67,2318.17,0.0,0,3,0.084,29770.34,4.2,132.97,11,1.73,8,20,1,0.0,0.0,2,0,622,Medium Risk,1
25,8774,Rural,79,415.14,0.007,0.49,70,0.89,2041.45,0.58,15341,1,0.023,23128.52,3.0,0.0,0,2.81,4,37,4,0.58,0.05,0,1,696,Low Risk,1
46,9519,Urban,64,81.23,0.303,0.36,33,0.88,1764.36,0.0,0,4,0.242,0.0,0.0,127.14,2,2.06,5,17,3,0.0,0.0,5,0,545,High Risk,0
56,13983,Semi-Urban,11,532.08,0.129,0.99,49,0.79,181.67,0.88,23658,1,0.094,0.0,0.0,41.09,7,3.7,10,32,7,0.87,0.02,2,1,625,Medium Risk,1
20,33932,Urban,23,34.69,0.213,0.11,41,0.65,1368.23,0.0,0,6,0.078,0.0,0.0,1999.55,3,1.57,6,50,5,0.75,0.33,0,0,612,Medium Risk,1
49,33798,Rural,33,49.26,0.043,0.59,32,0.58,1668.73,0.69,16740,2,0.154,0.0,0.0,0.0,0,1.02,1,41,0,0.0,0.0,7,1,608,Medium Risk,1
27,21133,Rural,52,3174.01,0.123,0.68,26,0.93,1922.43,0.83,14466,1,0.168,0.0,0.0,27.24,8,2.88,10,34,3,0.0,0.0,7,2,593,Medium Risk,0
27,30251,Rural,7,132.67,0.179,0.93,77,0.36,1230.58,0.0,0,2,0.251,0.0,0.0,0.0,0,3.42,5,31,7,0.54,0.67,7,3,509,High Risk,0
36,17939,Rural,17,587.23,0.191,0.78,58,0.84,2388.04,0.0,0,5,0.175,29833.32,4.5,68.3,11,13.69,11,57,0,0.0,0.0,7,3,625,Medium Risk,1
51,3781,Rural,56,1877.97,0.554,0.64,18,0.63,687.47,0.64,14260,3,0.034,0.0,0.0,0.0,0,4.79,0,54,7,0.0,0.0,4,3,591,Medium Risk,0
50,19282,Urban,111,15.22,0.441,0.12,75,0.84,267.36,0.0,0,5,0.018,12438.29,3.5,3356.48,7,1.39,8,10,7,0.98,0.27,6,1,704,Low Risk,1
40,26932,Urban,4,945.29,0.015,0.37,2,0.75,898.64,0.0,0,6,0.222,0.0,0.0,1296.75,4,2.16,11,38,2,0.0,0.0,2,2,516,High Risk,0
45,30624,Semi-Urban,25,533.11,0.207,0.14,70,0.58,1688.33,0.0,0,3,0.294,0.0,0.0,0.0,0,9.15,5,57,4,0.8,0.33,9,2,541,High Risk,0
49,9823,Rural,29,1751.94,0.023,0.88,24,0.95,1869.18,0.0,0,1,0.047,0.0,0.0,140.44,9,2.93,10,30,3,0.74,0.68,1,3,606,Medium Risk,1
24,21489,Rural,53,59.27,0.087,0.75,14,0.49,1872.39,0.0,0,5,0.143,0.0,0.0,209.91,2,1.5,6,29,6,0.0,0.0,5,3,567,Medium Risk,0
46,23251,Urban,12,1396.19,0.151,0.76,82,0.92,365.62,0.0,0,0,0.093,0.0,0.0,1142.03,5,4.87,11,37,3,0.8,0.62,0,3,581,Medium Risk,0
25,10193,Rural,82,100.76,0.08,0.65,59,0.81,2224.21,0.7,24444,5,0.024,3585.79,4.3,289.68,10,2.03,4,45,0,0.98,0.02,1,3,766,Very Low Risk,1
18,24360,Semi-Urban,28,867.6,0.218,0.51,82,0.87,774.0,0.0,0,1,0.137,27710.08,4.6,0.0,0,7.23,1,19,0,0.0,0.0,6,1,669,Low Risk,1
20,32118,Semi-Urban,2,234.34,0.246,0.15,22,0.97,603.79,0.0,0,5,0.111,0.0,0.0,411.04,7,6.44,3,39,3,0.89,0.15,8,0,596,Medium Risk,0
41,5113,Urban,89,617.03,0.031,0.33,10,0.49,1574.7,0.41,2570,0,0.208,7092.64,3.2,365.19,6,1.42,11,25,5,0.72,0.22,6,3,617,Medium Risk,1
40,19280,Urban,103,259.47,0.052,0.14,58,0.88,608.44,0.0,0,1,0.179,0.0,0.0,0.0,0,26.71,4,10,2,0.88,0.05,9,2,585,Medium Risk,0
25,25263,Semi-Urban,57,26.92,0.003,0.72,84,0.87,1319.29,0.0,0,1,0.098,17859.6,3.9,381.37,1,3.96,10,1,3,0.72,0.64,7,1,671,Low Risk,1
54,16565,Semi-Urban,75,5.79,0.171,0.16,33,0.82,1076.87,0.0,0,0,0.124,0.0,0.0,38.99,2,0.31,9,38,1,0.0,0.0,7,1,510,High Risk,0
20,23354,Urban,1,314.79,0.286,0.7,6,0.8,656.88,0.72,32166,1,0.16,16255.2,4.6,96.85,5,6.56,1,16,6,0.0,0.0,9,3,639,Medium Risk,1
50,13183,Semi-Urban,74,178.31,0.158,0.69,43,0.5,800.94,0.0,0,0,0.045,0.0,0.0,4789.89,2,0.33,8,23,6,0.93,0.28,2,2,601,Medium Risk,1
45,28643,Rural,107,394.6,0.092,0.46,63,0.79,1125.78,0.0,0,6,0.035,23760.76,4.6,824.35,8,12.68,1,29,5,0.99,0.27,5,0,760,Very Low Risk,1
25,26648,Rural,27,180.8,0.065,0.14,22,0.45,930.78,0.0,0,0,0.233,29995.85,4.0,6023.3,8,4.74,1,36,6,0.0,0.0,1,2,640,Medium Risk,1
51,20961,Rural,81,2756.43,0.073,0.31,57,0.57,1015.78,0.0,0,7,0.056,0.0,0.0,106.76,5,3.87,1,5,6,0.61,0.24,8,3,625,Medium Risk,1
52,12203,Semi-Urban,76,322.67,0.149,0.32,19,0.55,1865.04,0.85,34664,3,0.151,20550.52,3.9,400.79,0,4.12,1,53,7,0.76,0.21,6,3,746,Low Risk,1
49,21658,Urban,100,143.12,0.108,0.7,26,0.42,504.11,0.0,0,5,0.204,0.0,0.0,300.05,0,7.4,4,48,1,0.0,0.0,2,1,549,High Risk,0
41,24253,Rural,85,366.81,0.45,0.11,59,0.72,1606.28,0.77,35732,0,0.103,0.0,0.0,84.17,3,2.55,6,22,3,0.93,0.56,5,1,638,Medium Risk,1
31,34398,Semi-Urban,75,146.29,0.146,0.83,7,0.48,1727.58,0.0,0,2,0.131,0.0,0.0,32.39,10,4.08,0,46,7,0.0,0.0,9,2,590,Medium Risk,0
49,18795,Urban,1,273.56,0.083,0.76,66,0.85,2025.01,0.0,0,5,0.088,0.0,0.0,0.0,0,4.63,11,34,2,0.83,0.65,0,0,523,High Risk,0
60,29390,Urban,100,56.77,0.217,0.19,1,0.56,2133.59,0.0,0,5,0.037,0.0,0.0,1942.0,7,0.23,8,49,5,0.73,0.52,6,2,605,Medium Risk,1
33,26128,Semi-Urban,6,242.18,0.23,0.72,21,0.7,480.8,0.91,24452,0,0.048,0.0,0.0,0.0,0,7.46,10,46,0,0.9,0.34,8,2,598,Medium Risk,0
21,21810,Urban,25,137.91,0.181,0.67,69,0.76,431.83,0.71,24958,1,0.029,15989.87,3.5,251.4,3,8.83,5,54,5,0.85,0.3,4,2,720,Low Risk,1
54,16489,Urban,89,63.61,0.436,0.75,35,0.76,1575.45,0.82,30290,3,0.292,9233.97,3.5,397.84,11,6.47,11,25,6,0.0,0.0,8,0,655,Low Risk,1
38,8546,Urban,87,2619.88,0.389,0.19,23,0.59,1916.6,0.88,12002,2,0.077,13770.15,4.2,515.0,10,6.03,0,24,0,0.0,0.0,7,2,723,Low Risk,1
31,9852,Urban,75,66.65,0.229,0.16,11,0.46,753.58,0.56,26123,2,0.192,9169.8,3.5,256.74,5,20.32,0,35,3,0.75,0.26,7,3,713,Low Risk,1
48,31978,Semi-Urban,15,246.75,0.039,0.24,80,0.79,1362.03,0.0,0,1,0.165,0.0,0.0,225.13,10,3.94,8,54,4,0.89,0.48,5,3,558,Medium Risk,0
35,32450,Semi-Urban,22,93.38,0.35,0.37,21,0.76,1953.37,0.73,21508,0,0.058,8577.61,4.8,0.0,0,4.08,8,20,0,0.82,0.53,2,2,697,Low Risk,1
24,5551,Semi-Urban,39,349.48,0.06,0.79,82,0.93,1942.01,0.0,0,8,0.033,24106.54,3.8,4647.37,3,2.14,0,41,1,0.0,0.0,3,1,746,Low Risk,1
27,9411,Urban,59,53.02,0.022,0.74,72,0.75,1669.17,0.74,14339,3,0.015,16734.84,4.9,160.21,2,0.61,0,57,7,0.0,0.0,0,1,718,Low Risk,1
24,31233,Urban,72,670.77,0.226,0.93,75,0.62,289.09,0.0,0,0,0.078,0.0,0.0,0.0,0,6.51,4,42,1,0.0,0.0,5,0,559,Medium Risk,0
50,19391,Semi-Urban,31,2816.89,0.228,0.06,80,0.6,221.55,0.0,0,2,0.203,253.74,3.4,157.47,9,2.39,4,22,4,0.8,0.24,6,3,616,Medium Risk,1
40,27471,Semi-Urban,14,89.35,0.187,0.01,22,0.7,1032.27,0.0,0,2,0.002,524.83,3.9,347.38,8,0.6,6,0,6,0.0,0.0,9,0,575,Medium Risk,0
38,21939,Semi-Urban,100,1054.02,0.062,0.7,73,0.97,164.05,0.0,0,0,0.037,12650.7,5.0,25.48,6,3.82,3,58,6,0.84,0.38,8,1,751,Very Low Risk,1
36,3475,Semi-Urban,12,154.74,0.115,0.28,62,0.7,2269.95,0.0,0,1,0.033,0.0,0.0,468.31,8,3.71,9,9,4,0.0,0.0,4,2,499,High Risk,0
36,24800,Rural,4,1490.62,0.243,0.33,29,0.78,148.35,0.0,0,0,0.454,0.0,0.0,952.72,10,3.27,0,24,6,0.78,0.5,1,0,523,High Risk,0
53,13403,Urban,74,3381.92,0.047,0.55,18,0.78,171.07,0.0,0,6,0.204,0.0,0.0,0.0,0,4.71,5,21,6,0.83,0.33,6,0,636,Medium Risk,1
46,28060,Semi-Urban,73,184.85,0.039,0.1,25,0.6,496.79,0.0,0,0,0.034,24395.95,4.6,259.0,5,0.86,9,46,1,0.0,0.0,6,0,581,Medium Risk,0
35,10239,Semi-Urban,51,39.48,0.191,0.64,89,0.71,1604.84,0.0,0,2,0.431,0.0,0.0,1113.91,3,11.1,2,7,3,0.0,0.0,4,1,517,High Risk,0
19,9710,Semi-Urban,76,763.34,0.046,0.33,10,0.89,1399.73,0.0,0,2,0.074,3299.21,3.4,384.64,4,6.35,6,40,6,0.76,0.2,1,2,660,Low Risk,1
18,24384,Urban,40,320.31,0.265,0.63,19,0.6,1682.77,0.8,41243,1,0.048,0.0,0.0,0.0,0,14.26,0,32,3,0.82,0.59,6,0,649,Medium Risk,1
22,24038,Semi-Urban,52,446.82,0.108,0.83,55,0.62,2244.53,0.78,726,2,0.217,0.0,0.0,345.04,11,2.36,3,52,3,0.83,0.37,0,3,624,Medium Risk,1
37,11078,Rural,109,162.75,0.267,0.17,44,0.54,1191.87,0.0,0,1,0.021,0.0,0.0,0.0,0,6.33,9,11,1,0.0,0.0,5,1,522,High Risk,0
28,25447,Urban,49,84.66,0.207,0.93,67,0.84,205.3,0.58,19986,4,0.0,0.0,0.0,4309.93,2,0.64,11,47,4,0.5,0.32,5,1,674,Low Risk,1
59,5285,Urban,14,984.78,0.148,0.53,46,0.84,1932.39,0.83,30666,0,0.154,0.0,0.0,955.47,4,1.79,8,38,6,0.95,0.02,5,1,627,Medium Risk,1
19,8223,Urban,105,359.15,0.11,0.92,75,0.78,2048.71,0.0,0,4,0.184,14841.85,3.8,19.05,2,1.04,9,11,2,0.52,0.4,2,0,657,Low Risk,1
20,16521,Rural,119,43.28,0.132,0.21,88,0.64,219.73,0.0,0,8,0.045,24352.34,3.9,0.0,0,5.34,5,11,1,0.0,0.0,2,1,653,Low Risk,1
40,17889,Urban,6,557.94,0.043,0.6,57,0.62,682.84,0.0,0,7,0.143,0.0,0.0,5691.55,8,1.36,1,10,1,0.0,0.0,0,1,579,Medium Risk,0
29,9971,Rural,39,438.52,0.258,0.4,9,0.77,1949.43,0.0,0,6,0.184,0.0,0.0,0.0,0,2.66,5,47,0,0.0,0.0,3,2,542,High Risk,0
37,32139,Semi-Urban,27,165.61,0.086,0.77,21,0.94,1002.77,0.0,0,1,0.26,0.0,0.0,26.83,3,4.1,8,7,3,0.67,0.58,6,1,581,Medium Risk,0
22,22909,Rural,31,1709.19,0.205,0.61,70,0.6,1234.36,0.89,46755,6,0.161,21824.18,4.0,0.0,0,2.74,10,50,0,0.0,0.0,0,0,689,Low Risk,1
54,14531,Rural,98,116.54,0.137,0.49,23,0.77,2075.62,0.38,10557,1,0.453,23889.95,4.6,347.79,11,1.1,0,7,6,0.81,0.22,9,1,690,Low Risk,1
55,17721,Semi-Urban,14,199.78,0.097,0.91,65,0.64,327.09,0.72,4970,3,0.042,5888.73,3.4,122.8,6,21.35,11,36,5,0.79,0.01,9,2,673,Low Risk,1
47,22206,Urban,111,615.46,0.023,0.38,84,0.86,1725.48,0.0,0,0,0.021,0.0,0.0,0.0,0,4.62,4,48,5,0.94,0.49,1,1,577,Medium Risk,0
26,7943,Urban,99,268.3,0.088,0.22,60,0.7,615.96,0.0,0,2,0.113,0.0,0.0,81.82,8,21.54,7,15,7,0.0,0.0,9,0,538,High Risk,0
51,9530,Urban,84,46.46,0.183,0.61,6,0.73,250.36,0.0,0,3,0.166,0.0,0.0,376.44,11,1.47,6,35,6,0.51,0.28,1,3,573,Medium Risk,0
61,14116,Rural,69,305.08,0.041,0.62,71,0.95,1689.99,0.82,5543,5,0.148,0.0,0.0,399.99,7,2.83,9,17,1,0.0,0.0,4,1,593,Medium Risk,0
52,3258,Urban,64,148.82,0.065,0.44,37,0.72,391.39,0.0,0,2,0.116,0.0,0.0,4112.24,11,4.49,1,43,5,0.7,0.6,7,0,640,Medium Risk,1
39,3282,Urban,3,684.3,0.018,0.49,20,0.63,1892.82,0.5,14134,2,0.29,2386.7,3.9,353.29,1,19.06,7,20,1,0.75,0.6,4,1,633,Medium Risk,1
61,16937,Semi-Urban,10,293.38,0.084,0.96,7,0.92,586.49,0.0,0,2,0.219,15783.44,4.0,2223.02,5,21.39,8,3,1,0.0,0.0,0,1,620,Medium Risk,1
41,4898,Rural,107,274.08,0.128,0.73,88,0.88,216.43,0.0,0,5,0.008,0.0,0.0,275.76,9,2.67,9,49,2,0.0,0.0,0,0,566,Medium Risk,0
34,7135,Urban,25,69.55,0.034,0.11,27,0.69,338.31,0.0,0,4,0.019,0.0,0.0,0.0,0,1.98,7,6,7,0.0,0.0,4,1,533,High Risk,0
27,9629,Urban,60,185.67,0.016,0.21,53,0.51,2119.05,0.0,0,1,0.002,11979.11,3.9,230.79,4,4.09,11,33,0,0.81,0.55,1,0,617,Medium Risk,1
47,14168,Urban,36,783.77,0.061,0.98,30,0.64,990.32,0.0,0,1,0.137,0.0,0.0,29.63,7,13.67,5,33,4,0.82,0.6,2,3,594,Medium Risk,0
40,29843,Rural,22,96.37,0.036,0.73,88,0.84,825.44,0.0,0,6,0.043,1642.92,3.3,1826.57,0,4.72,8,44,3,0.0,0.0,1,1,624,Medium Risk,1
49,22584,Semi-Urban,92,235.32,0.047,0.92,40,0.72,1278.88,0.0,0,3,0.578,0.0,0.0,1187.45,8,5.66,7,35,3,0.59,0.63,8,3,577,Medium Risk,0
34,24494,Urban,84,79.54,0.14,0.3,36,0.5,1619.04,0.0,0,0,0.033,0.0,0.0,393.04,8,13.55,3,36,2,0.0,0.0,4,0,551,Medium Risk,0
34,26551,Urban,111,59.11,0.155,0.74,37,0.47,189.05,0.0,0,5,0.035,0.0,0.0,200.09,10,11.53,11,29,0,0.0,0.0,0,1,524,High Risk,0
31,3612,Urban,108,221.0,0.018,0.71,50,0.91,2255.65,0.0,0,2,0.219,21278.27,3.9,63.67,11,11.98,5,25,3,0.83,0.69,2,1,713,Low Risk,1
