borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted
B05247,28,gig,Telangana,3,33729.35,46466.21,44795.11,25022.71,25748.79,31049.24,self-employed,17,2,67.8,2389.95,25.0,0.0,11,23,9.0,18.0,,600.15,2.33,9.8,0.292,0.373809486004271,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,100100.0,business,45,0.3468,0
B05248,31,gig,Delhi,4,45534.57,41191.12,16696.93,51375.22,69685.42,44987.06,self-employed,34,4,105.3,3390.62,22.0,1.0,19,19,6.0,6.0,2012.0,531.05,2.82,16.9,0.056,0.6956945222819118,5.0,5.0,1.0,5.0,3.0,4.0,1.0,4.0,468000.0,medical,37,0.1573,0
B05249,54,rural,Bihar,4,4909.07,5671.16,10314.17,5297.16,4558.06,10606.99,seasonal,12,1,,,,,0,11,3.0,14.0,2023.0,170.56,0.87,0.0,,,2.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,133100.0,business,13,0.7056,1
B05250,31,rural,Rajasthan,6,10799.95,8635.72,12693.02,9239.58,9931.51,18698.52,seasonal,27,2,,,,,4,16,6.0,16.0,2020.0,204.4,0.81,4.8,0.39,0.6923558881898694,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,138600.0,business,8,0.6373,1
B05251,29,gig,Karnataka,2,9661.13,20226.67,30499.17,16053.32,18328.95,12731.35,salaried-gig,7,2,38.5,802.4,5.0,0.0,8,18,1.0,22.0,2022.0,349.72,1.33,0.0,,,1.0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,419600.0,consumption,59,0.5804,0
B05252,27,gig,Maharashtra,3,27839.96,17056.34,40573.16,23943.78,55032.04,30872.82,self-employed,28,2,84.6,2396.14,19.0,0.0,18,24,17.0,23.0,2020.0,652.63,2.11,10.3,0.169,0.6721046508244152,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,388100.0,agriculture,12,0.3709,0
B05253,34,rural,Odisha,6,19602.13,17094.4,27756.84,13628.62,17833.07,30470.56,seasonal,46,4,,,,,8,9,7.0,8.0,2012.0,390.07,2.64,13.1,0.182,0.7847087473053573,4.0,4.0,2.0,5.0,5.0,,3.0,5.0,85900.0,business,22,0.418,0
B05254,31,gig,Tamil Nadu,5,20716.07,16009.23,23532.2,24677.21,24013.58,20553.69,salaried-gig,12,3,44.3,1929.92,14.0,0.0,8,14,2.0,10.0,2021.0,462.9,1.01,4.6,0.401,0.7908509605448245,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,12800.0,business,58,0.4081,0
B05255,23,migrant,Gujarat,1,24595.92,20518.26,22589.26,25282.14,27292.13,21365.71,self-employed,7,3,56.8,1879.78,7.0,0.0,1,12,5.0,17.0,2021.0,547.94,1.95,10.3,0.236,0.6663092669499209,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,117300.0,agriculture,37,0.3585,0
B05256,23,migrant,Delhi,3,18249.8,13079.44,24680.37,20394.87,19907.22,25301.05,daily-wage,7,2,0.0,1725.16,9.0,0.0,3,13,5.0,13.0,2024.0,545.71,0.83,1.7,0.541,0.6153467595192241,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,301000.0,consumption,10,0.5827,0
B05257,26,gig,Karnataka,4,37940.43,30400.46,7319.48,9816.29,45929.81,26904.91,daily-wage,31,4,57.1,3391.52,26.0,1.0,16,18,5.0,6.0,2018.0,650.33,2.14,7.9,0.198,0.692925624550106,5.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,33200.0,business,29,0.236,0
B05258,55,rural,Madhya Pradesh,4,11873.1,13560.25,21428.66,10985.66,10698.7,18080.81,seasonal,30,2,,,,,7,12,2.0,7.0,2017.0,254.07,1.62,9.1,0.367,0.330595052196328,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,321600.0,medical,15,0.6216,1
B05259,26,gig,Maharashtra,4,27676.63,7874.4,25107.34,34039.98,52934.38,5525.76,salaried-gig,14,3,35.1,2041.86,13.0,1.0,5,10,6.0,14.0,2021.0,548.54,1.75,2.7,0.394,0.4438664171038999,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,134300.0,education,56,0.3633,0
B05260,42,rural,Odisha,4,10043.41,10740.66,14699.04,7575.1,11182.5,17529.35,self-employed,26,1,27.9,1537.2,13.0,0.0,2,21,4.0,10.0,2018.0,420.31,1.31,0.0,,,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,33400.0,agriculture,47,0.3334,0
B05261,26,gig,Telangana,4,27365.96,30806.88,36352.84,66945.27,36919.59,42282.26,self-employed,30,4,73.3,2700.96,17.0,1.0,22,22,,,2016.0,674.71,2.66,14.2,0.138,0.9094508766246835,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,310600.0,business,52,0.4185,0
B05262,51,rural,Odisha,4,6637.17,7268.44,11454.59,9205.27,8298.85,17980.8,seasonal,21,3,,,,,4,16,,,2020.0,365.63,1.78,0.0,,,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,225900.0,agriculture,15,0.6599,1
B05263,24,gig,Delhi,2,34559.65,28694.75,39684.45,24936.52,25291.3,22247.41,salaried-gig,16,3,37.7,1884.22,21.0,1.0,12,24,4.0,15.0,2019.0,501.9,1.55,5.1,0.392,0.5327529009835704,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,452200.0,business,24,0.6141,1
B05264,28,rural,Uttar Pradesh,4,20382.43,21087.68,30959.15,18082.54,17454.28,32013.99,daily-wage,51,3,73.6,3004.92,27.0,1.0,4,6,,,2016.0,252.63,2.88,0.0,,,5.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,165300.0,business,31,0.326,0
B05265,31,rural,Madhya Pradesh,5,11324.96,13201.4,21452.98,9506.88,11788.93,21696.41,seasonal,33,2,29.8,1311.98,12.0,0.0,3,6,,,2019.0,250.44,1.45,0.0,,,3.0,2.0,5.0,2.0,2.0,,3.0,3.0,320600.0,agriculture,29,0.6312,1
B05266,31,gig,Delhi,2,27934.99,27536.75,20800.89,38067.13,27504.8,37165.47,salaried-gig,13,3,29.3,2202.34,10.0,1.0,7,16,,,2017.0,553.54,0.96,6.2,0.264,0.0961024903942485,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,200100.0,medical,11,0.4601,0
B05267,32,gig,Tamil Nadu,3,13155.93,18879.79,28464.95,21009.13,29159.96,21886.7,salaried-gig,11,3,39.2,1035.43,8.0,0.0,8,21,10.0,20.0,2022.0,444.78,0.8,2.6,0.462,0.4230525583520891,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,12800.0,business,51,0.4066,0
B05268,22,gig,Karnataka,5,4063.74,31541.34,28077.36,29016.24,18274.06,24335.6,self-employed,21,3,55.7,1971.78,7.0,1.0,1,8,,,2023.0,455.12,1.93,5.8,0.225,0.2991118342446512,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,53600.0,consumption,6,0.4659,0
B05269,30,gig,Telangana,5,28913.39,59125.84,43562.81,43508.69,31136.15,45012.73,daily-wage,26,3,53.2,2345.08,24.0,0.0,6,8,7.0,21.0,2017.0,606.48,1.81,7.4,0.277,0.7837473265673541,3.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,83300.0,education,34,0.2322,0
B05270,36,gig,Delhi,5,9660.33,25811.41,34468.45,33312.75,18834.95,41130.73,salaried-gig,16,4,61.9,2251.93,16.0,0.0,5,11,,,,351.22,1.51,5.2,0.272,0.2734770507078568,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,420200.0,education,22,0.4138,0
B05271,33,rural,Uttar Pradesh,5,13163.94,14990.34,22303.76,11628.94,11875.93,16591.96,self-employed,35,3,,,,,9,15,,,,404.09,2.12,0.0,,,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,69400.0,education,40,0.4543,0
B05272,28,migrant,Tamil Nadu,1,24767.71,19440.67,25250.66,22686.22,21371.44,25072.71,daily-wage,7,3,39.4,1500.85,14.0,0.0,5,21,8.0,20.0,2019.0,326.15,1.33,7.0,0.362,0.663023125907442,2.0,3.0,3.0,2.0,2.0,,3.0,4.0,219600.0,business,30,0.4522,0
B05273,30,rural,Odisha,5,13980.88,13485.26,43882.51,16866.55,17190.23,30915.09,seasonal,43,4,65.6,2155.98,17.0,1.0,17,24,14.0,17.0,2015.0,246.25,2.26,0.0,,,4.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,142500.0,business,29,0.3168,0
B05274,52,rural,Bihar,4,10151.24,14019.62,16099.65,11285.23,10004.56,21490.18,self-employed,27,2,,,,,2,24,,,2019.0,308.95,1.75,5.3,0.352,0.07664425847214892,3.0,2.0,4.0,,3.0,3.0,5.0,3.0,90000.0,medical,33,0.5078,0
B05275,50,rural,Madhya Pradesh,4,7132.28,8402.91,14432.71,6784.02,10152.89,14104.14,seasonal,17,2,27.7,1104.81,3.0,0.0,0,22,3.0,24.0,2020.0,380.77,1.34,0.0,,,2.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,106600.0,education,44,0.4734,0
B05276,38,rural,Odisha,5,16816.38,17268.22,23561.62,20375.46,20333.53,27134.25,daily-wage,53,3,,,,,16,19,4.0,8.0,2012.0,243.81,2.91,9.6,0.18,0.8117362455045891,4.0,5.0,2.0,4.0,4.0,,3.0,4.0,374700.0,agriculture,18,0.4551,0
B05277,22,gig,Delhi,4,25227.73,30410.81,29229.48,27531.5,31877.28,37836.07,daily-wage,19,3,61.2,1516.64,12.0,0.0,2,24,9.0,24.0,2022.0,539.8,1.04,8.7,0.365,0.4556511939085859,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,167800.0,medical,24,0.4867,0
B05278,27,gig,Karnataka,5,17830.13,19057.1,29906.68,24503.07,16608.62,30099.77,daily-wage,14,3,44.9,2013.47,18.0,0.0,5,12,8.0,12.0,2020.0,602.12,1.62,8.6,0.278,0.33048639604715785,3.0,3.0,4.0,2.0,3.0,,2.0,4.0,436100.0,consumption,16,0.3867,0
B05279,22,migrant,Maharashtra,3,33634.16,28468.73,40497.61,35703.01,40257.68,33089.25,daily-wage,13,3,62.4,3140.3,,0.0,16,18,14.0,17.0,2020.0,612.71,2.61,11.1,0.188,0.9619754119903327,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,120200.0,consumption,25,0.3484,0
B05280,30,rural,Rajasthan,5,15879.2,10210.88,19012.22,10569.11,10565.31,19357.07,daily-wage,28,2,32.6,1364.1,14.0,0.0,9,18,,,2019.0,432.13,2.41,5.9,0.334,0.5564512954873363,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,285200.0,agriculture,33,0.6308,1
B05281,30,rural,Odisha,6,12989.29,11571.28,22042.64,8593.81,10466.0,19286.78,seasonal,32,2,,,,,10,14,1.0,7.0,,263.01,1.3,0.0,,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,388700.0,business,30,0.7245,1
B05282,40,gig,Tamil Nadu,5,25532.59,29969.14,7227.61,27101.61,31339.52,25165.78,daily-wage,14,2,33.5,1872.66,9.0,1.0,5,13,6.0,20.0,2017.0,573.94,1.84,7.1,0.276,0.8462151602485347,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,30000.0,medical,38,0.4315,0
B05283,35,rural,Odisha,6,7617.26,7060.91,13888.99,8611.24,6757.9,15927.57,daily-wage,14,2,12.8,925.73,5.0,0.0,0,17,2.0,7.0,2021.0,165.27,1.18,4.3,0.582,0.8888841921344541,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,235100.0,business,47,0.5608,0
B05284,30,gig,Karnataka,5,35382.15,73749.71,30003.69,39978.94,61934.68,49752.49,salaried-gig,31,4,77.5,2844.08,30.0,0.0,12,15,9.0,10.0,2012.0,693.27,2.64,12.6,0.126,0.579760581956138,4.0,4.0,2.0,,4.0,4.0,1.0,5.0,463100.0,business,47,0.199,0
B05285,48,rural,Odisha,7,12004.62,12996.69,24866.94,12716.75,14607.87,24107.98,seasonal,29,3,,,,,11,19,4.0,11.0,2015.0,354.73,1.91,0.0,,,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,285800.0,education,19,0.5049,0
B05286,22,gig,Tamil Nadu,4,29956.51,23240.38,31473.19,21448.12,45748.81,20866.74,salaried-gig,7,2,15.9,1346.31,14.0,0.0,5,17,10.0,24.0,2023.0,590.45,1.01,5.0,0.355,0.08561577400843458,3.0,2.0,4.0,2.0,2.0,,4.0,2.0,235800.0,business,51,0.5425,0
B05287,32,gig,Telangana,5,42715.36,46498.74,24985.96,31153.74,34935.27,38035.86,self-employed,23,4,73.5,2346.1,14.0,0.0,16,24,14.0,23.0,,761.8,1.87,10.9,0.195,0.787765385384166,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,288800.0,business,60,0.2741,0
B05288,29,gig,Maharashtra,3,17684.91,20772.11,35605.49,32106.59,28541.12,20490.03,salaried-gig,18,3,30.0,2258.17,16.0,1.0,9,22,11.0,17.0,2019.0,475.43,1.62,11.2,0.225,0.7835522519172448,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,386200.0,education,46,0.3919,0
B05289,26,gig,Delhi,3,17352.99,12576.96,13459.59,19996.98,26173.18,16341.9,daily-wage,7,2,0.0,643.07,0.0,0.0,0,12,1.0,23.0,2023.0,374.6,0.59,3.4,0.439,0.03552483168835197,1.0,2.0,5.0,,2.0,2.0,3.0,2.0,464900.0,business,53,0.6822,1
B05290,23,gig,Tamil Nadu,2,32373.01,25637.62,23694.44,29799.67,8090.67,10056.22,daily-wage,9,2,35.0,1885.7,14.0,0.0,4,16,3.0,9.0,2023.0,556.86,1.66,8.6,0.386,0.5893709463328533,2.0,2.0,3.0,2.0,3.0,,4.0,2.0,452100.0,education,15,0.6571,1
B05291,38,gig,Karnataka,2,30135.08,16606.27,39288.92,59487.46,37083.49,31366.8,salaried-gig,21,4,43.4,2854.18,22.0,1.0,10,11,7.0,12.0,2015.0,609.85,2.56,14.3,0.275,0.925663043781499,5.0,4.0,2.0,4.0,4.0,,3.0,4.0,317700.0,consumption,6,0.4513,0
B05292,37,gig,Maharashtra,4,20038.91,19842.59,14036.56,35297.54,20608.96,17702.28,self-employed,11,3,31.2,1247.13,14.0,0.0,2,10,6.0,15.0,2023.0,416.73,1.19,5.4,0.379,0.5969462468998753,2.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,96200.0,consumption,7,0.5503,0
B05293,34,gig,Delhi,5,44085.18,60895.94,23053.83,25496.67,50722.47,35095.79,salaried-gig,21,4,53.5,2567.33,19.0,1.0,18,22,14.0,18.0,2014.0,589.67,2.17,12.1,0.13,0.9559966488634649,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,256200.0,consumption,30,0.23,0
B05294,22,gig,Delhi,2,25409.83,33246.32,26423.26,19064.79,42314.23,17326.58,daily-wage,10,3,31.6,1209.25,21.0,1.0,2,18,10.0,14.0,2023.0,556.36,1.0,11.2,0.402,0.4181786616784057,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,102200.0,education,30,0.531,0
B05295,38,gig,Telangana,4,33015.02,37718.4,21899.25,36540.35,21923.81,33901.83,self-employed,18,3,41.3,2058.24,17.0,0.0,3,9,8.0,11.0,2017.0,710.8,1.77,6.9,0.384,0.7109993865894093,3.0,3.0,4.0,3.0,3.0,,3.0,4.0,113500.0,education,50,0.3503,0
B05296,50,rural,Madhya Pradesh,4,15557.09,17644.26,31258.78,11088.44,17584.93,23543.54,daily-wage,40,2,,,,,11,16,6.0,15.0,2014.0,366.38,2.19,0.0,,,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,240300.0,agriculture,21,0.5716,0
B05297,30,gig,Telangana,5,26972.55,27843.4,8992.11,26835.92,35314.07,30966.3,salaried-gig,10,3,45.8,2058.65,15.0,0.0,6,12,13.0,17.0,2019.0,558.01,0.96,5.5,0.407,0.32548006185000905,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,306100.0,medical,19,0.4611,0
B05298,31,gig,Maharashtra,4,28246.54,26562.34,41530.43,22540.0,45683.86,48318.77,salaried-gig,25,3,58.9,1942.77,18.0,1.0,4,7,15.0,17.0,2016.0,613.1,2.13,7.9,0.276,0.6745622417740761,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,255800.0,consumption,48,0.3477,0
B05299,43,rural,Madhya Pradesh,5,9771.24,14633.65,20569.43,11746.31,12169.7,17209.5,daily-wage,27,3,,,,,13,24,10.0,18.0,2018.0,305.93,1.38,0.0,,,2.0,3.0,3.0,,3.0,,3.0,5.0,113200.0,education,14,0.5577,0
B05300,38,gig,Karnataka,3,13799.61,20248.74,29323.65,31047.99,37909.56,36888.27,salaried-gig,20,3,56.5,2228.19,16.0,1.0,6,15,6.0,10.0,2018.0,511.41,1.48,9.7,0.201,0.4692175909589233,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,200600.0,consumption,39,0.502,0
B05301,30,gig,Maharashtra,5,16495.29,18276.83,14354.06,5466.06,9103.17,12366.32,daily-wage,4,1,1.1,386.8,6.0,0.0,0,21,0.0,14.0,2024.0,442.57,1.28,1.2,0.487,0.005234851976861159,1.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,263600.0,consumption,30,0.5132,0
B05302,26,gig,Telangana,3,44991.62,35624.33,21412.22,80903.72,70281.14,57511.53,self-employed,34,4,89.8,3201.06,27.0,1.0,17,19,,,2016.0,749.36,2.92,18.1,0.088,0.2653954841110986,3.0,4.0,1.0,5.0,3.0,5.0,1.0,4.0,469300.0,medical,34,0.2193,0
B05303,26,gig,Karnataka,2,20634.6,15000.5,24786.57,14783.88,11075.61,11039.82,salaried-gig,4,2,10.3,1592.34,7.0,1.0,1,8,1.0,20.0,2024.0,375.33,0.5,6.0,0.472,0.039604710748883346,2.0,2.0,2.0,2.0,2.0,,4.0,2.0,187000.0,business,10,0.7135,1
B05304,22,migrant,Karnataka,3,12857.55,16345.6,14559.55,19593.34,14051.0,19941.33,salaried-gig,4,2,5.2,1396.95,10.0,0.0,4,10,1.0,24.0,2022.0,429.15,1.24,7.6,0.397,0.005625817709372072,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,492400.0,education,29,0.5892,1
B05305,32,migrant,Gujarat,3,29834.56,39497.31,27247.87,24444.78,31511.6,31893.64,daily-wage,12,4,80.8,2957.22,,1.0,20,21,6.0,15.0,,692.12,2.64,13.6,0.212,0.8608176156425866,4.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,272900.0,medical,31,0.3161,0
B05306,39,gig,Telangana,4,30072.11,43900.79,51438.69,23124.96,23427.01,27000.32,salaried-gig,21,4,42.4,2029.59,4.0,0.0,3,24,12.0,19.0,2015.0,545.46,1.77,5.6,0.396,0.5930182244827518,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,12800.0,education,20,0.2849,0
B05307,32,gig,Maharashtra,3,46366.48,35826.27,28117.79,41427.66,36901.11,29567.28,salaried-gig,25,3,87.5,2056.19,19.0,1.0,7,14,,,2017.0,535.42,2.14,10.2,0.224,0.9235470093843856,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,489900.0,consumption,20,0.3258,0
B05308,32,gig,Delhi,3,40062.36,31541.1,21533.21,28682.91,27451.68,18784.44,self-employed,21,3,82.8,2453.69,13.0,0.0,10,21,7.0,9.0,2015.0,590.09,2.29,8.9,0.185,0.5012512144812653,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,48600.0,business,59,0.1464,0
B05309,33,gig,Maharashtra,2,21462.95,36886.52,37205.22,37469.22,20154.07,36952.07,daily-wage,18,3,50.4,2305.82,14.0,1.0,6,20,,,2017.0,414.02,1.69,6.3,0.349,0.9259231602897623,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,54800.0,medical,35,0.2815,0
B05310,21,migrant,Delhi,4,27196.29,31373.89,27858.95,30341.79,23556.78,26471.46,daily-wage,16,3,73.5,2113.99,23.0,0.0,9,20,10.0,21.0,2021.0,633.69,2.16,10.3,0.265,0.4754633666681388,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,442700.0,education,53,0.2599,0
B05311,26,gig,Delhi,2,22334.73,11606.17,40928.7,21867.32,42814.4,35492.31,self-employed,22,3,51.4,2330.13,28.0,1.0,7,9,,,2019.0,623.3,1.5,11.8,0.262,0.8007865453340915,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,428500.0,business,55,0.3021,0
B05312,53,rural,Uttar Pradesh,5,6756.13,10899.41,19687.71,13214.96,11990.92,18689.97,self-employed,26,2,34.8,1289.72,8.0,0.0,6,18,,,,377.53,1.84,0.0,,,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,85000.0,medical,60,0.4025,0
B05313,29,gig,Maharashtra,2,51786.19,20392.12,43076.43,39205.04,17581.93,29899.05,salaried-gig,19,3,61.6,2615.83,15.0,1.0,10,11,5.0,11.0,2017.0,504.51,1.85,9.5,0.111,0.385919139634227,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,269600.0,consumption,45,0.187,0
B05314,40,gig,Maharashtra,2,37661.38,40032.08,74490.92,21951.61,53035.57,58566.7,salaried-gig,35,4,80.9,3022.18,29.0,1.0,11,12,,,2012.0,698.7,2.76,15.0,0.112,0.9528681469720036,5.0,3.0,1.0,4.0,4.0,4.0,2.0,5.0,261100.0,business,57,0.3013,0
B05315,24,gig,Maharashtra,2,38096.15,15635.35,20524.19,29292.5,24804.22,13256.27,daily-wage,17,3,35.2,2234.33,16.0,0.0,4,15,12.0,24.0,2021.0,642.24,2.06,4.4,0.411,0.22470434178872067,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,248400.0,consumption,45,0.4038,0
B05316,29,migrant,Tamil Nadu,2,17904.36,14926.2,19618.47,23897.22,16992.41,14990.52,daily-wage,4,3,69.5,1954.99,7.0,0.0,2,12,5.0,6.0,2019.0,602.29,1.31,2.7,0.331,0.6217701877069567,3.0,2.0,3.0,4.0,3.0,,5.0,3.0,331400.0,education,30,0.3746,0
B05317,53,rural,Madhya Pradesh,7,7148.12,6523.62,10811.37,8052.57,6619.59,12728.99,seasonal,18,2,,,,,1,11,,,2020.0,271.69,0.88,0.0,,,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,31900.0,consumption,54,0.5926,1
B05318,40,gig,Tamil Nadu,2,18498.09,18442.72,25916.2,23532.68,31010.38,22077.27,daily-wage,10,4,40.7,1733.58,6.0,0.0,1,11,,,2019.0,620.69,1.34,8.3,0.319,0.3548233877500148,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,86700.0,business,53,0.4076,0
B05319,27,gig,Tamil Nadu,5,44184.82,48928.9,42372.96,47982.45,59787.33,37088.86,self-employed,31,4,97.4,3672.41,18.0,1.0,14,15,13.0,18.0,2017.0,708.61,2.82,15.9,0.272,0.8858604722191264,4.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,400700.0,business,17,0.2267,0
B05320,27,gig,Delhi,4,28252.76,19031.24,38373.69,11700.21,33166.17,19533.26,salaried-gig,18,4,31.0,1573.55,8.0,0.0,15,24,2.0,11.0,2018.0,590.39,1.44,7.1,0.281,0.18741050440150978,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,83000.0,business,33,0.472,0
B05321,49,rural,Bihar,7,10300.96,8340.66,16702.41,9345.05,8531.84,20984.83,seasonal,20,2,,,,,5,20,,,,324.52,1.31,0.0,,,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,445500.0,agriculture,34,0.6223,1
B05322,22,migrant,Karnataka,3,14109.36,16633.73,15954.93,15766.3,18391.65,20830.25,daily-wage,5,2,44.7,,5.0,0.0,2,14,2.0,24.0,2023.0,338.25,0.8,9.2,0.408,0.2630497308636696,2.0,3.0,5.0,3.0,3.0,2.0,5.0,3.0,20600.0,business,30,0.5267,0
B05323,30,rural,Bihar,7,10869.03,11268.26,19461.24,12081.99,11600.75,11347.72,self-employed,25,2,42.6,1256.56,1.0,0.0,4,13,,,2019.0,252.55,1.37,0.0,,,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,166500.0,medical,9,0.5617,0
B05324,22,migrant,Tamil Nadu,3,18002.02,26646.53,21077.7,20675.52,14424.4,21307.0,salaried-gig,8,3,,2555.97,15.0,0.0,8,20,6.0,14.0,,748.95,1.42,10.9,0.294,0.8159996759663273,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,87100.0,consumption,54,0.4724,0
B05325,22,gig,Maharashtra,5,61056.57,53511.91,45515.11,68272.93,48546.79,45764.42,daily-wage,26,4,91.9,3480.22,26.0,0.0,11,17,7.0,7.0,2022.0,750.8,2.75,16.4,0.183,0.8552306611616467,4.0,3.0,1.0,5.0,4.0,3.0,2.0,5.0,240100.0,education,51,0.0836,0
B05326,52,rural,Rajasthan,4,7834.78,8256.48,17656.74,8947.36,10040.15,17910.28,seasonal,23,2,38.7,1259.35,16.0,0.0,0,10,3.0,6.0,2020.0,449.97,1.33,0.0,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,322500.0,medical,20,0.5841,0
B05327,31,migrant,Gujarat,4,28076.32,29667.73,36690.62,29174.34,48483.97,32358.88,daily-wage,19,4,103.2,,27.0,0.0,14,14,23.0,23.0,2013.0,806.69,3.08,13.3,0.145,0.856776257912586,4.0,5.0,2.0,4.0,3.0,4.0,1.0,4.0,112700.0,agriculture,45,0.1008,0
B05328,34,gig,Karnataka,2,26842.11,39745.29,28998.92,45397.61,53448.74,46125.29,salaried-gig,17,3,72.1,2271.85,19.0,0.0,9,24,3.0,13.0,2016.0,501.69,2.24,6.1,0.219,0.6763070700722659,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,129200.0,business,30,0.4627,0
B05329,53,rural,Rajasthan,4,11226.31,7165.66,15656.66,9040.4,8167.47,12480.71,self-employed,20,3,22.7,1174.97,5.0,0.0,2,23,,,2021.0,148.4,1.37,5.3,0.427,0.5398918369321865,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,489100.0,agriculture,49,0.7127,1
B05330,28,gig,Karnataka,4,42252.26,29530.18,40506.66,38117.37,38503.37,32984.1,salaried-gig,22,4,64.7,1969.81,17.0,0.0,9,10,5.0,7.0,2018.0,702.71,2.16,7.3,0.288,0.9428390631635485,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,77500.0,consumption,55,0.2481,0
B05331,30,gig,Telangana,3,16507.45,9447.65,20851.32,21749.8,24562.52,22905.62,salaried-gig,17,4,55.3,1584.76,6.0,0.0,5,19,10.0,23.0,2021.0,471.27,0.66,6.6,0.365,0.4256982350465172,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,126400.0,agriculture,22,0.4473,0
B05332,43,rural,Odisha,4,15200.97,10879.88,23391.03,12865.27,12583.8,24543.86,daily-wage,42,3,,,,,7,14,10.0,18.0,2018.0,459.6,2.47,11.5,0.242,0.7038463821241417,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,275300.0,medical,34,0.6813,1
